ZIP,Fuel,Vehicles,LAT,LNG
94304,Battery Electric,281,37.374707,-122.181698
94305,Battery Electric,435,37.418256,-122.170871
94306,Battery Electric,2436,37.415727,-122.130762
94309,Battery Electric,4,,
94335,Battery Electric,1,,
94343,Battery Electric,1,,
94359,Battery Electric,1,,
94401,Battery Electric,928,37.576948,-122.316903
94402,Battery Electric,1833,37.523602,-122.34492
94403,Battery Electric,2334,37.538449,-122.305447
94404,Battery Electric,2475,37.555999,-122.267679
94501,Battery Electric,2379,37.773793,-122.278115
94502,Battery Electric,890,37.737572,-122.245507
94503,Battery Electric,703,38.186532,-122.264069
94505,Battery Electric,533,37.87168,-121.597066
94506,Battery Electric,2507,37.809677,-121.913141
94507,Battery Electric,1351,37.850411,-122.021124
94508,Battery Electric,59,38.576618,-122.444388
94509,Battery Electric,681,37.996501,-121.812301
94510,Battery Electric,901,38.098071,-122.13594
94511,Battery Electric,55,38.028939,-121.640521
94512,Battery Electric,1,38.134852,-121.834156
94513,Battery Electric,2552,37.922228,-121.668359
94514,Battery Electric,5,37.826372,-121.622546
94515,Battery Electric,185,38.634822,-122.615051
94516,Battery Electric,13,37.833901,-122.165034
94517,Battery Electric,435,37.890217,-121.878354
94518,Battery Electric,673,37.950362,-122.022039
94519,Battery Electric,364,37.988451,-122.013001
94520,Battery Electric,491,37.995285,-122.040627
94521,Battery Electric,1102,37.956012,-121.956194
94522,Battery Electric,4,,
94523,Battery Electric,1245,37.954131,-122.07614
94524,Battery Electric,3,,
94525,Battery Electric,62,38.052951,-122.232094
94526,Battery Electric,2159,37.814613,-121.990552
94528,Battery Electric,96,37.845601,-121.950612
94530,Battery Electric,1107,37.921561,-122.298337
94531,Battery Electric,1261,37.965765,-121.775818
94533,Battery Electric,1247,38.280745,-122.00638
94534,Battery Electric,1682,38.244839,-122.135861
94535,Battery Electric,51,38.282221,-121.924715
94536,Battery Electric,3958,37.570508,-121.98125
94537,Battery Electric,7,,
94538,Battery Electric,7554,37.501368,-121.956753
94539,Battery Electric,5951,37.516907,-121.911763
94540,Battery Electric,5,,
94541,Battery Electric,1327,37.673945,-122.084821
94542,Battery Electric,896,37.659883,-122.037142
94543,Battery Electric,1,,
94544,Battery Electric,2446,37.63382,-122.0572
94545,Battery Electric,1104,37.605905,-122.126873
94546,Battery Electric,1665,37.714509,-122.079542
94547,Battery Electric,1117,38.010166,-122.261728
94548,Battery Electric,4,37.974295,-121.651441
94549,Battery Electric,2251,37.897009,-122.114292
94550,Battery Electric,2159,37.519986,-121.575596
94551,Battery Electric,1415,37.750502,-121.749055
94552,Battery Electric,1157,37.72272,-122.021552
94553,Battery Electric,1278,37.993892,-122.136441
94555,Battery Electric,2675,37.548205,-122.098677
94556,Battery Electric,1041,37.840645,-122.114877
94558,Battery Electric,1809,38.442011,-122.23832
94559,Battery Electric,686,38.245724,-122.313405
94560,Battery Electric,2961,37.504514,-122.032916
94561,Battery Electric,1043,37.993936,-121.691139
94562,Battery Electric,9,,
94563,Battery Electric,2057,37.87992,-122.184572
94564,Battery Electric,482,37.994038,-122.282589
94565,Battery Electric,1589,38.014576,-121.906255
94566,Battery Electric,3286,37.648104,-121.849965
94567,Battery Electric,10,38.706906,-122.393997
94568,Battery Electric,6550,37.715245,-121.9147
94569,Battery Electric,3,38.044258,-122.198765
94570,Battery Electric,2,,
94571,Battery Electric,205,38.148862,-121.737696
94572,Battery Electric,172,38.032793,-122.252211
94573,Battery Electric,37,38.458864,-122.428831
94574,Battery Electric,327,38.542448,-122.419923
94575,Battery Electric,1,37.840961,-122.109502
94576,Battery Electric,1,38.549422,-122.476382
94577,Battery Electric,1188,37.713275,-122.16735
94578,Battery Electric,700,37.706137,-122.12555
94579,Battery Electric,681,37.686491,-122.157201
94580,Battery Electric,631,37.675731,-122.133017
94581,Battery Electric,10,,
94582,Battery Electric,5194,37.762174,-121.915788
94583,Battery Electric,2614,37.75512,-121.972699
94585,Battery Electric,412,38.192498,-121.927529
94586,Battery Electric,43,37.57459,-121.853708
94587,Battery Electric,3100,37.603155,-122.018638
94588,Battery Electric,2243,37.792682,-121.86059
94589,Battery Electric,328,38.18735,-122.224074
94590,Battery Electric,429,38.103234,-122.249096
94591,Battery Electric,1323,38.122869,-122.196863
94592,Battery Electric,66,38.08973,-122.277394
94595,Battery Electric,738,37.87195,-122.069383
94596,Battery Electric,1133,37.889098,-122.037553
94597,Battery Electric,982,37.918191,-122.071665
94598,Battery Electric,1561,37.899936,-121.999244
94599,Battery Electric,77,38.409878,-122.361511
94601,Battery Electric,436,37.775545,-122.218705
94602,Battery Electric,1209,37.80432,-122.207545
94603,Battery Electric,226,37.736529,-122.179445
94604,Battery Electric,7,,
94605,Battery Electric,1171,37.761408,-122.150198
94606,Battery Electric,475,37.791887,-122.245334
94607,Battery Electric,665,37.807215,-122.301497
94608,Battery Electric,951,37.836844,-122.289143
94609,Battery Electric,578,37.834403,-122.264368
94610,Battery Electric,1313,37.811406,-122.242458
94611,Battery Electric,2909,37.82935,-122.203507
94612,Battery Electric,494,37.8088,-122.269196
94614,Battery Electric,1,,
94618,Battery Electric,1214,37.844672,-122.238105
94619,Battery Electric,844,37.790438,-122.140819
94620,Battery Electric,1,,
94621,Battery Electric,253,37.748272,-122.216825
94623,Battery Electric,2,,
94656,Battery Electric,1,,
94661,Battery Electric,2,,
94662,Battery Electric,5,,
94701,Battery Electric,1,,
94702,Battery Electric,620,37.865777,-122.286321
94703,Battery Electric,548,37.863911,-122.275643
94704,Battery Electric,232,37.866536,-122.257996
94705,Battery Electric,894,37.865183,-122.238209
94706,Battery Electric,782,37.889704,-122.295531
94707,Battery Electric,1060,37.898189,-122.27913
94708,Battery Electric,967,37.902944,-122.261795
94709,Battery Electric,241,37.879234,-122.266839
94710,Battery Electric,316,37.863914,-122.306465
94712,Battery Electric,7,,
94720,Battery Electric,4,37.873832,-122.254944
94747,Battery Electric,1,,
94801,Battery Electric,399,37.952844,-122.381974
94803,Battery Electric,781,37.959549,-122.283578
94804,Battery Electric,875,37.916555,-122.341233
94805,Battery Electric,368,37.942798,-122.322923
94806,Battery Electric,898,37.98079,-122.337627
94807,Battery Electric,4,,
94820,Battery Electric,3,,
94901,Battery Electric,1675,37.978138,-122.497611
94903,Battery Electric,1433,38.022366,-122.555605
94904,Battery Electric,994,37.945512,-122.56012
94912,Battery Electric,5,,
94913,Battery Electric,10,,
94914,Battery Electric,1,,
94915,Battery Electric,4,,
94920,Battery Electric,1253,37.885629,-122.46858
94922,Battery Electric,14,38.344946,-122.948799
94923,Battery Electric,78,38.339402,-123.034599
94924,Battery Electric,40,37.943087,-122.72379
94925,Battery Electric,702,37.931846,-122.507738
94927,Battery Electric,5,,
94928,Battery Electric,746,38.34642,-122.694127
94929,Battery Electric,9,38.25242,-122.962717
94930,Battery Electric,377,37.943963,-122.616418
94931,Battery Electric,212,38.324133,-122.714633
94933,Battery Electric,33,38.012599,-122.687478
94937,Battery Electric,79,38.11649,-122.930351
94938,Battery Electric,28,38.029069,-122.726523
94939,Battery Electric,499,37.937082,-122.532369
94940,Battery Electric,11,38.17857,-122.88319
94941,Battery Electric,2428,37.897665,-122.563172
94942,Battery Electric,12,,
94945,Battery Electric,735,38.134068,-122.52719
94946,Battery Electric,62,38.082829,-122.671527
94947,Battery Electric,792,38.112166,-122.634384
94948,Battery Electric,8,,
94949,Battery Electric,792,38.060475,-122.508496
94950,Battery Electric,6,38.024885,-122.759933
94951,Battery Electric,162,38.320861,-122.646138
94952,Battery Electric,1257,38.234553,-122.760385
94953,Battery Electric,8,,
94954,Battery Electric,936,38.235014,-122.557332
94955,Battery Electric,1,,
94956,Battery Electric,54,38.045857,-122.861209
94957,Battery Electric,244,37.963111,-122.563588
94960,Battery Electric,987,37.995864,-122.577814
94963,Battery Electric,39,38.013719,-122.67012
94964,Battery Electric,8,37.943257,-122.492151
94965,Battery Electric,638,37.852904,-122.547207
94966,Battery Electric,6,,
94970,Battery Electric,26,37.914513,-122.64689
94971,Battery Electric,18,38.231547,-122.928226
94972,Battery Electric,7,38.287346,-122.968556
94973,Battery Electric,73,38.012697,-122.639598
94975,Battery Electric,5,,
94976,Battery Electric,4,,
94977,Battery Electric,3,,
94978,Battery Electric,4,,
94982,Battery Electric,1,,
95001,Battery Electric,28,,
95002,Battery Electric,73,37.438672,-122.011582
95003,Battery Electric,952,37.0067,-121.878207
95004,Battery Electric,101,36.874755,-121.630732
95005,Battery Electric,163,37.098768,-122.091734
95006,Battery Electric,233,37.171267,-122.149524
95007,Battery Electric,14,37.104964,-122.106903
95008,Battery Electric,2602,37.279173,-121.95534
95009,Battery Electric,1,,
95010,Battery Electric,229,36.976175,-121.95316
95011,Battery Electric,7,,
95012,Battery Electric,61,36.784482,-121.759054
95013,Battery Electric,2,37.215362,-121.741521
95014,Battery Electric,5411,37.306491,-122.08064
95015,Battery Electric,18,,
95017,Battery Electric,15,37.114335,-122.237162
95018,Battery Electric,189,37.074092,-122.059372
95019,Battery Electric,31,36.935538,-121.783134
95020,Battery Electric,2179,37.018419,-121.554249
95021,Battery Electric,6,,
95023,Battery Electric,1087,36.902045,-121.350783
95024,Battery Electric,7,,
95030,Battery Electric,1575,37.222759,-121.983272
95031,Battery Electric,25,,
95032,Battery Electric,2547,37.216953,-121.926555
95033,Battery Electric,752,37.160846,-121.983966
95034,Battery Electric,1,,
95035,Battery Electric,5349,37.444349,-121.868859
95036,Battery Electric,8,,
95037,Battery Electric,2871,37.174063,-121.598747
95038,Battery Electric,6,,
95039,Battery Electric,13,36.82815,-121.776583
95041,Battery Electric,16,37.050419,-122.057816
95042,Battery Electric,2,,
95043,Battery Electric,6,36.525703,-120.952122
95044,Battery Electric,3,,
95045,Battery Electric,148,36.825745,-121.518587
95046,Battery Electric,190,37.099308,-121.59924
95050,Battery Electric,1630,37.351157,-121.952295
95051,Battery Electric,3721,37.34864,-121.984373
95052,Battery Electric,6,,
95054,Battery Electric,1900,37.393491,-121.96467
95055,Battery Electric,12,,
95060,Battery Electric,1527,37.036461,-122.12175
95061,Battery Electric,6,,
95062,Battery Electric,906,36.970525,-121.987488
95063,Battery Electric,22,,
95064,Battery Electric,37,36.991107,-122.059022
95065,Battery Electric,334,37.031475,-121.98334
95066,Battery Electric,718,37.067917,-122.013995
95067,Battery Electric,6,,
95070,Battery Electric,4059,37.260499,-122.046165
95071,Battery Electric,5,,
95073,Battery Electric,341,37.042254,-121.930051
95075,Battery Electric,13,36.779046,-121.142439
95076,Battery Electric,898,36.946256,-121.756479
95077,Battery Electric,3,,
95084,Battery Electric,1,,
95103,Battery Electric,2,,
95106,Battery Electric,1,,
95108,Battery Electric,2,,
95109,Battery Electric,2,,
95110,Battery Electric,633,37.346512,-121.909803
95111,Battery Electric,1525,37.283111,-121.826245
95112,Battery Electric,1540,37.344482,-121.883535
95113,Battery Electric,176,37.333694,-121.891002
95116,Battery Electric,695,37.350421,-121.852585
95117,Battery Electric,976,37.311181,-121.96187
95118,Battery Electric,1556,37.25552,-121.889995
95119,Battery Electric,686,37.230327,-121.785227
95120,Battery Electric,3705,37.186141,-121.843555
95121,Battery Electric,1627,37.304151,-121.809869
95122,Battery Electric,974,37.328684,-121.835269
95123,Battery Electric,2825,37.244238,-121.831604
95124,Battery Electric,3171,37.256765,-121.922762
95125,Battery Electric,3100,37.295056,-121.89144
95126,Battery Electric,1525,37.326791,-121.916745
95127,Battery Electric,1502,37.371091,-121.800752
95128,Battery Electric,1368,37.315977,-121.936319
95129,Battery Electric,2682,37.305742,-122.000927
95130,Battery Electric,771,37.277121,-121.986133
95131,Battery Electric,1791,37.387111,-121.897417
95132,Battery Electric,1994,37.424565,-121.748597
95133,Battery Electric,1376,37.371606,-121.860844
95134,Battery Electric,1920,37.426377,-121.950977
95135,Battery Electric,1986,37.284529,-121.658321
95136,Battery Electric,2112,37.269128,-121.850992
95138,Battery Electric,2023,37.246623,-121.733833
95139,Battery Electric,374,37.224914,-121.764075
95140,Battery Electric,18,37.393503,-121.620009
95141,Battery Electric,2,,
95148,Battery Electric,2523,37.335987,-121.777603
95150,Battery Electric,4,,
95151,Battery Electric,6,,
95152,Battery Electric,7,,
95153,Battery Electric,9,,
95154,Battery Electric,4,,
95155,Battery Electric,4,,
95157,Battery Electric,8,,
95158,Battery Electric,4,,
95159,Battery Electric,2,,
95160,Battery Electric,4,,
95161,Battery Electric,21,,
95164,Battery Electric,2,,
95170,Battery Electric,1,,
95173,Battery Electric,6,,
95201,Battery Electric,1,,
95202,Battery Electric,79,37.959736,-121.288287
95203,Battery Electric,60,37.952452,-121.329655
95204,Battery Electric,196,37.973736,-121.319246
95205,Battery Electric,144,37.964578,-121.259841
95206,Battery Electric,502,37.918854,-121.417427
95207,Battery Electric,342,38.002125,-121.324979
95208,Battery Electric,6,,
95209,Battery Electric,639,38.046863,-121.352802
95210,Battery Electric,226,38.030177,-121.297912
95211,Battery Electric,1,37.97925,-121.313409
95212,Battery Electric,588,38.049939,-121.23297
95215,Battery Electric,124,37.949421,-121.157283
95219,Battery Electric,768,38.051726,-121.483036
95220,Battery Electric,80,38.200231,-121.235034
95221,Battery Electric,3,,
95222,Battery Electric,42,38.072109,-120.631346
95223,Battery Electric,56,38.433968,-119.968436
95224,Battery Electric,2,38.231324,-120.322688
95225,Battery Electric,3,38.193762,-120.875928
95227,Battery Electric,12,38.210353,-121.051256
95228,Battery Electric,78,37.90723,-120.688307
95230,Battery Electric,7,38.000494,-120.898152
95231,Battery Electric,18,37.873793,-121.290146
95236,Battery Electric,39,38.02973,-121.02389
95237,Battery Electric,21,38.161879,-121.149837
95240,Battery Electric,338,38.114388,-121.144658
95241,Battery Electric,5,,
95242,Battery Electric,481,38.137068,-121.384546
95245,Battery Electric,16,38.299257,-120.626707
95246,Battery Electric,7,38.227003,-120.514561
95247,Battery Electric,62,38.138539,-120.452903
95248,Battery Electric,3,38.317709,-120.461112
95249,Battery Electric,19,38.189115,-120.638708
95251,Battery Electric,3,38.078402,-120.443443
95252,Battery Electric,107,38.149816,-120.84667
95253,Battery Electric,2,,
95254,Battery Electric,13,38.19262,-120.95782
95255,Battery Electric,5,38.419902,-120.474458
95257,Battery Electric,2,38.379703,-120.448
95258,Battery Electric,58,38.173556,-121.312247
95267,Battery Electric,2,,
95269,Battery Electric,5,,
95301,Battery Electric,288,37.321233,-120.654395
95303,Battery Electric,7,37.470288,-120.671083
95304,Battery Electric,421,37.671103,-121.406559
95306,Battery Electric,9,37.36553,-120.160164
95307,Battery Electric,323,37.554269,-120.951523
95309,Battery Electric,1,,
95310,Battery Electric,18,38.085839,-120.37855
95311,Battery Electric,5,37.71426,-120.081389
95313,Battery Electric,9,37.431392,-121.051294
95315,Battery Electric,62,37.4219,-120.769283
95316,Battery Electric,68,37.553376,-120.714055
95317,Battery Electric,3,37.12738,-120.506433
95318,Battery Electric,3,37.653372,-119.784117
95319,Battery Electric,2,37.63929,-120.903049
95320,Battery Electric,99,37.825598,-121.005157
95321,Battery Electric,73,37.864258,-120.004543
95322,Battery Electric,58,37.166199,-121.024432
95323,Battery Electric,10,37.608303,-120.685156
95324,Battery Electric,46,37.394536,-120.890747
95326,Battery Electric,105,37.588918,-120.855236
95327,Battery Electric,33,37.861625,-120.480322
95328,Battery Electric,36,37.558453,-120.90988
95329,Battery Electric,17,37.666587,-120.411517
95330,Battery Electric,1627,37.808915,-121.312639
95333,Battery Electric,7,37.242232,-120.240442
95334,Battery Electric,143,37.347307,-120.742627
95335,Battery Electric,3,38.124887,-120.093146
95336,Battery Electric,528,37.830267,-121.20102
95337,Battery Electric,1326,37.743039,-121.23838
95338,Battery Electric,73,37.508765,-119.982496
95340,Battery Electric,307,37.345785,-120.42415
95341,Battery Electric,114,37.231045,-120.501072
95343,Battery Electric,4,,
95345,Battery Electric,2,37.583767,-119.976728
95346,Battery Electric,6,38.065529,-120.170699
95347,Battery Electric,1,,
95348,Battery Electric,252,37.392287,-120.498299
95350,Battery Electric,386,37.671978,-121.007405
95351,Battery Electric,175,37.623601,-120.996324
95352,Battery Electric,4,,
95353,Battery Electric,1,,
95354,Battery Electric,172,37.639029,-120.964772
95355,Battery Electric,711,37.672906,-120.946594
95356,Battery Electric,662,37.718023,-121.032714
95357,Battery Electric,105,37.672536,-120.887136
95358,Battery Electric,150,37.612612,-121.108568
95360,Battery Electric,98,37.325955,-121.193383
95361,Battery Electric,308,37.787236,-120.759202
95363,Battery Electric,506,37.452895,-121.229974
95364,Battery Electric,3,38.258394,-119.783024
95365,Battery Electric,11,37.331113,-120.294817
95366,Battery Electric,308,37.762766,-121.125277
95367,Battery Electric,219,37.729282,-120.942905
95368,Battery Electric,144,37.713269,-121.085404
95369,Battery Electric,2,37.531889,-120.437413
95370,Battery Electric,196,37.984549,-120.349264
95372,Battery Electric,25,37.991289,-120.262791
95374,Battery Electric,10,37.316807,-120.855753
95376,Battery Electric,920,37.737191,-121.433384
95377,Battery Electric,2138,37.673944,-121.517227
95378,Battery Electric,7,,
95379,Battery Electric,20,37.939765,-120.188046
95380,Battery Electric,301,37.474396,-120.875917
95381,Battery Electric,4,,
95382,Battery Electric,588,37.528476,-120.853313
95383,Battery Electric,32,38.11276,-120.225746
95386,Battery Electric,62,37.667405,-120.629404
95387,Battery Electric,2,37.519349,-121.296545
95388,Battery Electric,35,37.41467,-120.586787
95389,Battery Electric,7,37.626489,-119.68128
95391,Battery Electric,2689,37.768218,-121.609509
95401,Battery Electric,557,38.449137,-122.793752
95402,Battery Electric,19,,
95403,Battery Electric,1013,38.503685,-122.754057
95404,Battery Electric,1291,38.525733,-122.690443
95405,Battery Electric,583,38.437114,-122.665993
95406,Battery Electric,2,,
95407,Battery Electric,509,38.3933,-122.745048
95409,Battery Electric,847,38.468829,-122.580724
95410,Battery Electric,19,39.199469,-123.702253
95412,Battery Electric,3,38.713421,-123.349777
95415,Battery Electric,16,39.015251,-123.370756
95416,Battery Electric,6,,
95418,Battery Electric,4,,
95419,Battery Electric,9,,
95420,Battery Electric,12,39.366146,-123.804985
95421,Battery Electric,34,38.628217,-123.160834
95422,Battery Electric,42,38.973012,-122.623922
95423,Battery Electric,14,39.064446,-122.626701
95424,Battery Electric,2,,
95425,Battery Electric,201,38.823058,-123.063891
95426,Battery Electric,17,38.833425,-122.734061
95427,Battery Electric,7,39.244183,-123.563531
95428,Battery Electric,4,39.824803,-123.179609
95429,Battery Electric,1,39.72093,-123.300262
95430,Battery Electric,4,38.461425,-123.047186
95432,Battery Electric,10,39.108252,-123.645121
95433,Battery Electric,5,,
95436,Battery Electric,126,38.486817,-122.90562
95437,Battery Electric,124,39.487185,-123.741963
95439,Battery Electric,7,38.493179,-122.777546
95441,Battery Electric,59,38.731694,-122.906767
95442,Battery Electric,123,38.371538,-122.487307
95443,Battery Electric,2,39.054011,-122.751253
95444,Battery Electric,39,38.433216,-122.869001
95445,Battery Electric,68,38.83252,-123.472532
95446,Battery Electric,105,38.527164,-123.007892
95448,Battery Electric,635,38.622985,-122.889121
95449,Battery Electric,21,38.936137,-123.119445
95450,Battery Electric,18,38.501363,-123.170879
95451,Battery Electric,73,38.922131,-122.789559
95452,Battery Electric,82,38.425523,-122.53521
95453,Battery Electric,75,39.045931,-122.941077
95454,Battery Electric,8,39.806096,-123.516147
95456,Battery Electric,28,39.258198,-123.76156
95457,Battery Electric,22,38.882973,-122.53272
95458,Battery Electric,13,39.161278,-122.745312
95459,Battery Electric,13,38.97664,-123.604802
95460,Battery Electric,60,39.305245,-123.748616
95461,Battery Electric,33,38.752774,-122.557196
95462,Battery Electric,21,38.462142,-123.018384
95463,Battery Electric,4,39.186791,-123.558382
95464,Battery Electric,16,39.128363,-122.849302
95465,Battery Electric,82,38.421934,-123.063911
95466,Battery Electric,17,39.081822,-123.504872
95467,Battery Electric,111,38.808264,-122.539952
95468,Battery Electric,26,38.918887,-123.605684
95469,Battery Electric,9,39.390917,-123.052841
95470,Battery Electric,53,39.31403,-123.249924
95471,Battery Electric,2,38.524077,-122.968774
95472,Battery Electric,1138,38.398815,-122.861923
95473,Battery Electric,11,,
95476,Battery Electric,1062,38.249428,-122.466627
95478,Battery Electric,2,,
95480,Battery Electric,6,,
95481,Battery Electric,4,,
95482,Battery Electric,321,39.135023,-123.259338
95485,Battery Electric,7,39.225478,-122.922912
95486,Battery Electric,4,38.474137,-123.024203
95487,Battery Electric,2,,
95488,Battery Electric,3,39.683707,-123.741609
95490,Battery Electric,98,39.492842,-123.340973
95492,Battery Electric,615,38.528079,-122.821349
95493,Battery Electric,1,39.184728,-122.969574
95494,Battery Electric,2,38.889651,-123.337821
95497,Battery Electric,49,38.743039,-123.476418
95501,Battery Electric,178,40.798659,-124.151583
95502,Battery Electric,10,,
95503,Battery Electric,201,40.738322,-124.107619
95518,Battery Electric,12,,
95519,Battery Electric,222,40.959368,-124.051236
95521,Battery Electric,208,40.855694,-124.066898
95524,Battery Electric,49,40.825486,-124.049485
95525,Battery Electric,25,40.92143,-123.815266
95528,Battery Electric,9,40.496975,-123.930822
95531,Battery Electric,74,41.819578,-124.065667
95536,Battery Electric,19,40.523099,-124.326421
95537,Battery Electric,2,40.726752,-124.217378
95540,Battery Electric,82,40.578828,-124.136869
95542,Battery Electric,15,40.080405,-123.783948
95543,Battery Electric,6,41.870812,-123.86277
95545,Battery Electric,1,40.280389,-124.06367
95546,Battery Electric,5,41.092825,-123.675802
95547,Battery Electric,9,40.557483,-124.081215
95548,Battery Electric,2,41.593204,-124.045992
95549,Battery Electric,14,40.666691,-123.908396
95551,Battery Electric,9,40.674987,-124.231146
95553,Battery Electric,5,40.244215,-123.888871
95554,Battery Electric,1,40.296412,-123.777178
95555,Battery Electric,3,41.241807,-123.913425
95558,Battery Electric,3,40.298264,-124.243071
95560,Battery Electric,8,40.168801,-123.826148
95562,Battery Electric,14,40.472423,-124.12184
95563,Battery Electric,1,40.87733,-123.499144
95564,Battery Electric,3,40.79088,-124.204748
95565,Battery Electric,3,40.455189,-124.015148
95567,Battery Electric,6,41.950683,-124.097094
95569,Battery Electric,1,40.377299,-123.854169
95570,Battery Electric,67,41.080058,-124.156283
95571,Battery Electric,3,40.322772,-123.920622
95573,Battery Electric,9,40.914926,-123.668723
95585,Battery Electric,1,39.844682,-123.656929
95587,Battery Electric,1,39.96327,-123.775737
95589,Battery Electric,7,40.055796,-123.969269
95601,Battery Electric,6,38.426699,-120.825717
95602,Battery Electric,352,38.99003,-121.114408
95603,Battery Electric,520,38.915869,-121.080284
95604,Battery Electric,6,39.243304,-120.071406
95605,Battery Electric,158,38.593521,-121.539867
95606,Battery Electric,4,38.756184,-122.195438
95607,Battery Electric,4,38.830371,-122.126946
95608,Battery Electric,1019,38.62415,-121.324911
95609,Battery Electric,1,,
95610,Battery Electric,466,38.694908,-121.271772
95611,Battery Electric,1,,
95612,Battery Electric,17,38.384706,-121.578722
95613,Battery Electric,6,,
95614,Battery Electric,57,38.886238,-120.979699
95615,Battery Electric,6,38.318624,-121.554752
95616,Battery Electric,1200,38.554133,-121.798467
95617,Battery Electric,13,,
95618,Battery Electric,1066,38.543211,-121.6815
95619,Battery Electric,23,38.680605,-120.814261
95620,Battery Electric,386,38.412615,-121.756222
95621,Battery Electric,323,38.695704,-121.308303
95623,Battery Electric,46,38.603602,-120.85703
95624,Battery Electric,1856,38.427507,-121.314899
95626,Battery Electric,66,38.733145,-121.468174
95627,Battery Electric,23,38.734513,-122.025346
95628,Battery Electric,915,38.652065,-121.25441
95629,Battery Electric,16,38.516474,-120.688517
95630,Battery Electric,3550,38.666597,-121.141635
95631,Battery Electric,49,39.053461,-120.795632
95632,Battery Electric,341,38.274451,-121.259201
95633,Battery Electric,29,38.840217,-120.829757
95634,Battery Electric,13,38.936904,-120.772283
95635,Battery Electric,6,38.910748,-120.908621
95636,Battery Electric,3,38.621278,-120.383217
95637,Battery Electric,8,38.834145,-122.236936
95638,Battery Electric,32,38.313448,-121.123886
95639,Battery Electric,2,38.38903,-121.500428
95640,Battery Electric,63,38.325248,-120.955787
95641,Battery Electric,16,38.140366,-121.589783
95642,Battery Electric,59,38.343033,-120.760921
95645,Battery Electric,9,38.884891,-121.778654
95646,Battery Electric,4,38.689261,-120.054975
95648,Battery Electric,1597,38.922812,-121.312005
95650,Battery Electric,470,38.809175,-121.171375
95651,Battery Electric,17,38.81782,-120.929272
95652,Battery Electric,89,38.662983,-121.401113
95655,Battery Electric,117,38.549228,-121.278598
95656,Battery Electric,6,,
95658,Battery Electric,159,38.881183,-121.169014
95659,Battery Electric,4,38.84223,-121.572164
95660,Battery Electric,227,38.678545,-121.379969
95661,Battery Electric,896,38.741074,-121.247693
95662,Battery Electric,398,38.689174,-121.218435
95663,Battery Electric,88,38.855811,-121.182313
95664,Battery Electric,21,38.80129,-121.037936
95665,Battery Electric,27,38.40065,-120.648462
95666,Battery Electric,34,38.523861,-120.376629
95667,Battery Electric,408,38.734925,-120.789952
95668,Battery Electric,5,38.833555,-121.498099
95669,Battery Electric,33,38.482619,-120.899472
95670,Battery Electric,957,38.604268,-121.280327
95672,Battery Electric,104,38.722374,-120.978633
95673,Battery Electric,119,38.689241,-121.459014
95674,Battery Electric,4,38.954159,-121.48187
95676,Battery Electric,1,,
95677,Battery Electric,800,38.791075,-121.234854
95678,Battery Electric,798,38.76407,-121.287523
95679,Battery Electric,3,38.896313,-122.365365
95680,Battery Electric,1,38.240419,-121.587535
95681,Battery Electric,14,38.995557,-121.353545
95682,Battery Electric,560,38.612129,-120.964522
95683,Battery Electric,220,38.511992,-121.096261
95684,Battery Electric,35,38.592309,-120.584657
95685,Battery Electric,75,38.434483,-120.761659
95686,Battery Electric,11,38.157794,-121.520223
95687,Battery Electric,1090,38.333133,-121.920151
95688,Battery Electric,817,38.408571,-122.022775
95689,Battery Electric,14,38.478832,-120.611993
95690,Battery Electric,36,38.199576,-121.618273
95691,Battery Electric,925,38.627951,-121.593287
95692,Battery Electric,29,39.046931,-121.403091
95693,Battery Electric,163,38.399281,-121.210116
95694,Battery Electric,166,38.568866,-122.079781
95695,Battery Electric,344,38.687045,-121.857077
95696,Battery Electric,8,,
95697,Battery Electric,1,38.732368,-121.810263
95698,Battery Electric,4,38.816357,-121.91077
95699,Battery Electric,2,38.436774,-120.857624
95701,Battery Electric,6,39.226549,-120.767022
95703,Battery Electric,24,38.985882,-120.978665
95709,Battery Electric,61,38.750132,-120.675412
95712,Battery Electric,5,,
95713,Battery Electric,107,39.111833,-120.877969
95714,Battery Electric,1,39.200502,-120.840726
95715,Battery Electric,2,39.269964,-120.677611
95720,Battery Electric,2,38.76661,-120.223931
95722,Battery Electric,141,39.009801,-121.034707
95724,Battery Electric,5,39.311704,-120.328125
95726,Battery Electric,63,38.800349,-120.503871
95728,Battery Electric,17,39.319332,-120.399379
95735,Battery Electric,2,38.840282,-120.150225
95736,Battery Electric,8,39.038809,-120.97753
95741,Battery Electric,3,,
95742,Battery Electric,1001,38.577783,-121.201788
95746,Battery Electric,1247,38.747526,-121.180092
95747,Battery Electric,3297,38.78207,-121.373155
95757,Battery Electric,2557,38.344888,-121.431231
95758,Battery Electric,1571,38.427813,-121.444696
95759,Battery Electric,1,,
95762,Battery Electric,2730,38.685087,-121.063769
95763,Battery Electric,8,,
95765,Battery Electric,1656,38.815548,-121.280172
95776,Battery Electric,599,38.698614,-121.699262
95798,Battery Electric,4,,
95811,Battery Electric,209,38.58323,-121.478101
95812,Battery Electric,17,,
95813,Battery Electric,2,,
95814,Battery Electric,326,38.580568,-121.49559
95815,Battery Electric,137,38.605407,-121.447593
95816,Battery Electric,1039,38.571577,-121.466465
95817,Battery Electric,228,38.550547,-121.456373
95818,Battery Electric,763,38.554487,-121.497058
95819,Battery Electric,705,38.569828,-121.440067
